Gene.symbol	Gene.ID	adj.P.Val	logFC	B
CDK6	1021	2.31412350795629e-14	3.86817928696393	28.6784929065295
MTHFD1L	25902	2.31647722822006e-14	1.69441600149917	28.659246589423
HIST1H2AG	8969	2.40606854659856e-14	2.86426322716667	28.6042704534065
RBP7	116362	2.85875471089479e-14	-3.53626904969113	28.4183087420807
HACD1	9200	4.52322748066834e-14	2.8339932605966	27.9528089952664
BUB1B	701	4.8066044448204e-14	3.15486368752944	27.8663176048374
RASSF3	283349	4.8066044448204e-14	-2.54233810348093	27.8597484286133
HPSE	10855	4.98570048089198e-14	-3.22164112810199	27.8075839665252
C5AR2	27202	5.61590279847527e-14	-2.78339479103483	27.6751309191787
CREB5	9586	5.66041710205122e-14	-3.62858022876202	27.6515273279713
CLEC1A	51267	6.05199538642677e-14	-2.40611982208914	27.5702468135398
HIST2H3D///HIST2H3A///HIST2H3C	653604///333932///126961	6.05199538642677e-14	3.41276071558416	27.555139482294
SECTM1	6398	7.04520398294523e-14	-3.59745925518657	27.3914859592152
TPX2	22974	7.38738070114694e-14	3.73654544195854	27.3302146352862
RTN1	6252	7.71271440755565e-14	-3.19441414360448	27.273396745762
KNTC1	9735	9.11893783435934e-14	2.45141499233914	27.0952162997207
CRISPLD2	83716	1.02329728225409e-13	-3.39451107160489	26.9682781564556
EVI5	7813	1.4203315075015e-13	-2.42418464206509	26.6336889354209
NUAK2	81788	1.44721055460882e-13	-2.49812958433997	26.6014905084871
		1.50831786557769e-13	1.4756353355141	26.5473791950108
SCML2	10389	1.56615091678427e-13	3.19599549114884	26.4971032089228
LINC00324	284029	1.98097876334147e-13	-1.97213033566584	26.250726533851
WDHD1	11169	1.98097876334147e-13	3.08017660648383	26.2409092041926
XRCC2	7516	2.11503597029851e-13	3.05725336502985	26.1639207932776
CHEK1	1111	2.25896558737909e-13	3.41517355366874	26.0867520814649
NPR3	4883	2.29234007983084e-13	4.44671224450871	26.059789240789
SASH1	23328	2.35583100156389e-13	-2.62556661957712	26.0206107835262
GPR155	151556	2.40484550849753e-13	-2.92964477966335	25.9881687387366
ANKRD36B	57730	2.82315070392451e-13	2.47332664805928	25.8126109280044
CYP1B1	1545	2.82315070392451e-13	-4.96967730388474	25.8071649954466
CIT	11113	2.84536098496237e-13	2.86193065377405	25.7876437539859
SLC27A2	11001	3.71665923263344e-13	3.8537439079403	25.5146178343012
PELI3	246330	4.1612051228197e-13	-1.38561197305804	25.3925136818689
ST6GALNAC3	256435	4.31452304053128e-13	-2.65859389855597	25.3456732006675
HIST1H3D///HIST1H2AD	8351///3013	5.08424850415478e-13	2.60320804724793	25.1737514500327
NPR3	4883	5.34665418464694e-13	4.26857679865174	25.1133310255884
CD69	969	5.37206262202867e-13	4.50724961822347	25.0976362413163
LDHB	3945	6.04090967864911e-13	2.40885886917993	24.9718862171528
ZC3HAV1L	92092	6.05988798986761e-13	3.02583580964635	24.9516688060939
FBXL5	26234	6.05988798986761e-13	-1.63723923026286	24.947310321479
C3orf14	57415	6.2735764012519e-13	-1.76614410828068	24.9028204872366
MPO	4353	6.34119323691975e-13	4.76845216398134	24.8818644145743
LIPN	643418	7.58969232560463e-13	-3.61342284138516	24.6956337783208
IMPDH2	3615	7.97367930952692e-13	1.86216567817993	24.6370856326114
RAB39A	54734	8.2407669280529e-13	-2.59626047312065	24.5946998302561
TFPI	7035	8.48463662171451e-13	4.09348434534121	24.5558368401271
KCNQ5	56479	8.48463662171451e-13	3.36408290630846	24.546184388712
NFAM1	150372	8.84045556582452e-13	-2.50541427661318	24.4961420106213
MAD2L1	4085	9.66398651895691e-13	3.18522292722098	24.3992303238882
		1.12047501837081e-12	2.36500249496559	24.2447951006294
SMPDL3A	10924	1.17286477784165e-12	-3.35130412291791	24.1905169278228
ITGA6	3655	1.18499328672548e-12	4.04792297121725	24.1709894653064
PILRA	29992	1.29530679913298e-12	-3.35329647176078	24.0744939409589
LILRA5	353514	1.32080824042671e-12	-4.2677819349432	24.0461308741818
NCAPG	64151	1.32134768942057e-12	3.82134926961774	24.0365396574944
LILRB2	10288	1.42364586348123e-12	-3.58196652729685	23.954437640152
PRC1	9055	1.50863446096088e-12	3.08594343111691	23.8886528753625
SMC4	10051	1.54368198800949e-12	2.29662338464925	23.857230459282
SIRPD	128646	1.56622216903659e-12	-2.70900487626078	23.8341799975337
FANCI	55215	1.65471970938069e-12	2.92075475672264	23.7715901994344
PADI2	11240	1.69569270976302e-12	-2.64635080301492	23.7389420343543
RNASE4///ANG	6038///283	1.90106445908837e-12	-2.5467056925112	23.6183917101896
RAB11FIP4	84440	1.9083003113727e-12	-1.79266120293325	23.606121637401
LILRA3	11026	1.97125434125638e-12	-4.34280900848052	23.5658675534575
HIST1H3H///HIST1H2AI	8357///8329	2.07740022597089e-12	3.35643444832836	23.506113742087
LILRA2	11027	2.1968218072953e-12	-3.39982344864096	23.4398175514044
CENPJ	55835	2.1968218072953e-12	2.12563314560904	23.4347923133049
TIAM1	7074	2.3390952569157e-12	-3.44822927130141	23.3651563482937
ANKRD36BP2///ANKRD36///ANKRD36B	645784///375248///57730	2.6170960407968e-12	2.54560390539055	23.2470703287684
S100A12	6283	2.70184369685586e-12	-5.51717394169237	23.2078055545287
CD1D	912	2.9938071135038e-12	-3.07435863037687	23.0993341342651
RPSAP36///RPSAP19///RPSAP9///RPSAP58///RPSAP15///RPSAP52///RPSA	100128888///730029///653162///388524///220885///204010///3921	4.01620024219169e-12	1.37255667279602	22.8037037419274
ZBP1	81030	4.11078153644949e-12	-1.35671823008914	22.7730419564133
FAM46C	54855	4.43532400902702e-12	3.43475846462521	22.685404154553
FCAR	2204	4.43532400902702e-12	-3.70069036565962	22.6830785816373
NHSL2	340527	4.47378182614994e-12	-2.52340980374129	22.6669420486946
UNG	7374	4.70951245547718e-12	1.96247569652156	22.6090294186439
TOP2A	7153	5.11495034766342e-12	3.9715478932131	22.5205849212835
KMO	8564	5.55801987955635e-12	-2.48287730949544	22.4245419605946
COL24A1	255631	5.55801987955635e-12	2.41221673815921	22.4242669797109
C12orf57///C12orf57	113246///113246	5.6162497165702e-12	1.66383741747595	22.4000636296593
IL15	3600	5.6162497165702e-12	-2.16164621570771	22.3993303630127
WEE1	7465	5.86777800408988e-12	2.86170800921932	22.3491366131264
HIST1H3I	8354	6.00319360690719e-12	2.939127930034	22.3195611141126
ITM2A	9452	6.12393431734517e-12	3.80085713485904	22.2928811521943
TMEM154	201799	6.25509822313334e-12	-2.88411890479105	22.2650004760192
MCM10	55388	7.33326010139165e-12	2.52833879734743	22.1021642415154
		8.44255335185155e-12	3.17189399614511	21.9571590187347
NUF2	83540	9.06146103001509e-12	3.09007130050373	21.8808863069286
NPM1	4869	9.13074028532243e-12	1.79438011330058	21.8665024689966
CASP5	838	9.3958465065294e-12	-2.26967460512687	21.8315911999154
KIF11	3832	1.02171835546972e-11	3.21726907795066	21.7426702057145
CENPF	1063	1.02661109351604e-11	3.48541786308458	21.7312108357947
GIMAP7	168537	1.25178843474844e-11	-3.82687660919154	21.5302037336929
ZNF367	195828	1.38476024128905e-11	2.0227878151505	21.4246136017406
MAMDC2	256691	1.44827628664249e-11	4.32024845453027	21.3740347208011
NUCKS1	64710	1.50634057956223e-11	1.48172619030266	21.3289255594822
LILRA6	79168	1.56285773767821e-11	-3.11766434964635	21.2862862565113
SPTBN1	6711	1.59256419733994e-11	1.9222439577699	21.2613286483938
ATAD2	29028	1.59420361213366e-11	2.12165518619776	21.2538536904173
MCM4	4173	1.62484588448166e-11	2.47518531472637	21.2287762457069
GIMAP4	55303	1.6637924069444e-11	-4.04181679764884	21.1941236774604
ANKRD34B	340120	1.6637924069444e-11	-1.73521192796808	21.1928452686365
PRKCQ	5588	1.67637448439982e-11	2.72673210350539	21.1791633209433
CHST15	51363	1.84400653233246e-11	-3.05436675976949	21.0795243629661
PM20D2	135293	1.84415681960298e-11	2.2674398435228	21.0732237078662
NLRP12	91662	2.00426828653742e-11	-3.41023908775912	20.9854683694439
F5	2153	2.15628140146346e-11	-3.61400139910241	20.9032927579886
ECE1	1889	2.15628140146346e-11	-2.27901447317994	20.8957278524784
SIGLEC7	27036	2.15628140146346e-11	-2.68861995077114	20.8948941319014
BEST1	7439	2.15628140146346e-11	-2.4900420928976	20.8894946814446
LIN7A	8825	2.35056742413224e-11	-3.1289098793694	20.7989712024026
PDP1	54704	2.4411903134262e-11	-1.82833865944735	20.7559486369667
QPCT	25797	2.48392073788984e-11	-3.65734940427197	20.7330254711149
ISYNA1	51477	2.56819970326038e-11	2.30616023618698	20.6944461013735
TFDP2	7029	2.57762763030463e-11	3.46701045382214	20.6850057673639
TSPAN13	27075	2.6001374541536e-11	3.32804105383333	20.6706709318318
ARHGAP27	201176	2.60493278246353e-11	-1.46761039179726	20.6630846251148
FANCD2	2177	2.64999510700241e-11	2.21736359667661	20.6405322027382
POLQ	10721	2.80975780408512e-11	2.22813289077197	20.577456943542
		2.87349093646553e-11	-2.09515474356178	20.5497985992108
		2.87433334125467e-11	1.4457080226733	20.5438636643119
		2.9109081338654e-11	1.24827428339967	20.5258584008059
TSHZ3	57616	2.95657910112487e-11	-3.0787209780908	20.5050204442153
CHAF1B	8208	3.15492899230518e-11	2.50935492948964	20.4358414515992
EPB41L3	23136	3.17729823237377e-11	-3.65900239547222	20.4233977085739
CAMSAP2	23271	3.22326077043353e-11	-1.94006648353192	20.4038344920862
STK38	11329	3.43546645272155e-11	-1.70927539388184	20.3358974143616
NPC2	10577	3.44024172558619e-11	-1.8277610312102	20.3291074047441
MAP3K3	4215	3.48179404074426e-11	-1.82703303085697	20.3119436276983
BRIP1	83990	3.68158279965217e-11	3.15650024364096	20.2518995119121
DLEU1	10301	4.22129129993331e-11	2.54495581172098	20.1125058408203
APOBEC3A_B///APOBEC3A	100913187///200315	4.22365628451911e-11	-4.30327948530556	20.1066456075843
ANKRD36BP2///ANKRD36C///ANKRD36///ANKRD36B	645784///400986///375248///57730	4.27617131655480e-11	2.31897206808624	20.089253763863
SNHG12///SNORA16A///SNORA61///SNORA44///SNHG12	85028///692073///677838///677825///85028	4.45685689194481e-11	2.4359506254258	20.0434432998185
RXRA	6256	4.54947247031331e-11	-1.90187412395522	20.0165200460558
HFE	3077	4.54947247031331e-11	-1.80430509754602	20.0081582750176
LILRB3	11025	4.54947247031331e-11	-3.5478138828097	20.0076915508194
LILRA1	11024	4.64795684285998e-11	-3.85163913645067	19.9783964583629
NUCB2	4925	4.64795684285998e-11	2.40275913397388	19.971417279975
LOC254896///TNFRSF10C	254896///8794	4.64795684285998e-11	-2.39318097800953	19.971352024337
ADAP1	11033	4.85600840464778e-11	-2.15561189987065	19.9183536337533
TPCN1	53373	4.85600840464778e-11	-1.99495425045357	19.9183372684312
HIST2H4B///HIST2H4A	554313///8370	4.93527293184719e-11	3.16850823004436	19.8974576640216
MKI67	4288	4.93700260472735e-11	3.7062943639602	19.8921271081579
ATP2A3	489	5.0480589210227e-11	1.6669919654631	19.8653651866284
EPDR1	54749	5.47393333633218e-11	2.70298949974544	19.7810557173562
MDN1	23195	5.61326494477718e-11	1.75869801008541	19.7515112762819
VNN2	8875	5.70735277491159e-11	-4.63945582224751	19.7303332879204
KCNJ15	3772	6.01160050762449e-11	-2.18128574221186	19.6711312871587
MACF1	23499	6.01160050762449e-11	1.41089948495232	19.6697332618367
ADAT2	134637	6.25114932455238e-11	2.21738301961152	19.6266244484974
CYP1B1-AS1	285154	6.28594779545625e-11	-1.30264797065547	19.6125113324298
ITM2C	81618	6.28594779545625e-11	2.85979852053648	19.6116229918458
SEPT11	55752	6.33163285983984e-11	2.40191885895771	19.5997803993394
KIAA0513	9764	6.66033142260284e-11	-2.47126615314304	19.5454578535703
ULK2	9706	7.10273423810719e-11	-1.9014853938408	19.4767336020609
CLEC7A	64581	7.10273423810719e-11	-4.19062832380887	19.4673325434127
SLC2A5	6518	7.10273423810719e-11	2.54734130884453	19.466058173034
ORC1	4998	7.10273423810719e-11	2.41687880490506	19.4637644907461
LOC100996333///ADGRA3	100996333///166647	7.16087407125135e-11	3.73841313142164	19.4511631892036
HSP90AB1	3326	7.54539045342918e-11	1.85269179916915	19.3953126370054
NME1-NME2///NME1	654364///4830	7.70448785895492e-11	2.22763907617081	19.3683526294027
RRM1	6240	7.70448785895492e-11	2.02400907863433	19.3657464406889
ADGRA3	166647	8.03895109689594e-11	2.68295248246352	19.3195724125639
AKR1C3	8644	8.07297765948348e-11	3.72285766964594	19.3109270027428
CAD	790	8.4648935076045e-11	1.50766856119237	19.2599827184987
CENPI	2491	8.58152773995351e-11	2.38482129798383	19.2421063575445
RAD51AP1	10635	8.64797928103296e-11	2.64783630736028	19.2301018780508
		9.13410303387288e-11	1.3774416744942	19.1720790216185
LILRA6	79168	9.18105897973781e-11	-3.55556508404312	19.1620550436536
MFGE8	4240	9.18105897973781e-11	1.90370759375954	19.1582639731592
ADAMTS5	11096	9.33625229587850e-11	-1.64546557050995	19.1341413225615
FOLR3	2352	9.33625229587850e-11	-2.72665334784867	19.1331242971467
SLC39A8	64116	9.45882519608428e-11	2.04265903063765	19.1160141985116
STRBP	55342	1.1553606583036e-10	2.5886667155796	18.9156449910853
RASGRP3	25780	1.16892392370933e-10	3.86893385109743	18.8999173766983
		1.1997086474733e-10	-3.87770728712811	18.866153029524
STK26	51765	1.1997086474733e-10	1.50085625655017	18.8659178394712
SNORD44	26806	1.25384231932375e-10	2.26784751376576	18.8184296628592
MBD2	8932	1.26951727744075e-10	-1.20888001800995	18.8020377611089
CLMN	79789	1.27073096521564e-10	-2.53747927222139	18.7969038927273
KDELC2	143888	1.29512456236434e-10	2.43818724054229	18.7740886775645
CDCA7	83879	1.31249675274711e-10	3.05777142770398	18.7568680467666
KCNE1	3753	1.35249736183341e-10	-1.86776469606012	18.7233004164287
KCNK5	8645	1.40476192773743e-10	2.73079157438101	18.6820138742053
SIGLEC9	27180	1.46034828070504e-10	-2.86949997580265	18.6398702682663
USP11	8237	1.48696704127429e-10	1.47079153406053	18.6180742289145
SMYD3	64754	1.5020054508255e-10	2.18748937102446	18.6041367279367
SLC16A6	9120	1.5742041915407e-10	-3.54098341396518	18.551884332911
MYO18A///TIAF1	399687///9220	1.5742041915407e-10	1.04117579209162	18.5500229668149
YES1	7525	1.59356213600155e-10	3.38147727921932	18.5340193331361
RHOH	399	1.60593111470541e-10	2.9816329770539	18.5184602874804
KCNJ2	3759	1.60593111470541e-10	-2.1098503440738	18.5184406326648
RNF144A	9781	1.69283636571286e-10	2.31385888491335	18.4628121478699
FAM151B	167555	1.75632060402662e-10	-2.13638104957048	18.422769497551
TLR5	7100	1.78176258918907e-10	-3.50268080187935	18.4047297286743
MSH2	4436	1.84565113840466e-10	2.53637406654229	18.3662737461338
PCNA	5111	1.84998840775495e-10	2.38896659129975	18.3600606783597
CSTA	1475	1.87584007179505e-10	-3.26472274291252	18.3425626944319
SV2A	9900	1.88845958844368e-10	2.11660966830887	18.3321097259921
CCNE2	9134	1.94895803901959e-10	3.17685004043864	18.297337724579
HLTF	6596	2.05611008309518e-10	2.32735040683333	18.2410309705981
TARBP1	6894	2.0761730288976e-10	2.40327025751658	18.2276778303467
OCIAD2	132299	2.08386794467192e-10	2.72113582278939	18.220230975488
SERPINA1	5265	2.10243827263274e-10	-3.58861424994445	18.2077293613419
PLK4	10733	2.17175260266299e-10	2.92846052346891	18.1721467514801
LOC653653///AP1S2	653653///8905	2.24212383861704e-10	-3.05582836900042	18.1371155157153
ARHGEF11	9826	2.29477454354314e-10	-2.38823042780721	18.1106040772633
MS4A14///MS4A7	84689///58475	2.34481220328313e-10	-3.42337565709868	18.0857147046007
IARS	3376	2.43405479147864e-10	2.02906407868532	18.045371255724
SCCPDH	51097	2.43880030229395e-10	1.91633961582131	18.039742751399
HIST1H2BJ	8970	2.45428141174733e-10	2.56965865420688	18.0298354453243
BUB1	699	2.50262154028445e-10	2.96864721296434	18.0070273543815
SGSH	6448	2.50585476648414e-10	-2.05872037043408	18.0020842847728
BCKDHB	594	2.52179565814878e-10	2.09009330259867	17.990933396836
ASGR1	432	2.52179565814878e-10	-1.48208471724544	17.9885550017102
TEC	7006	2.5517875488202e-10	2.44191964975041	17.9720474190096
CDH23	64072	2.5517875488202e-10	-1.36806903627405	17.9697074107857
GFI1	2672	2.55258058598749e-10	2.60680238751036	17.9657929313533
LRRC25	126364	2.60216878989863e-10	-2.656506155966	17.9405349676193
GAA	2548	2.60216878989863e-10	-1.50286212706177	17.9397552599596
MCM7	4176	2.60879052517224e-10	1.91872786848341	17.9307242381102
SEMA4B	10509	2.60879052517224e-10	-1.32828435224544	17.9301363768255
ZNF660	285349	2.66554928744939e-10	2.32522112583002	17.9054966957178
B4GALT6	9331	2.95555528605047e-10	2.14144405760241	17.8007441617127
C2CD2L	9854	2.95699654817516e-10	-1.41673117806053	17.7967471490448
TBL1X	6907	3.16179988928241e-10	-2.05025781040215	17.7276063055295
SMCO4	56935	3.2228856892949e-10	-2.85645961304602	17.7021180506145
HORMAD1	84072	3.2228856892949e-10	-2.9700047561563	17.701875812264
ADAM19	8728	3.26370360652973e-10	-2.21713986176742	17.6860715339454
ALDH2	217	3.27097550538985e-10	-3.3971761059204	17.6804330975325
MCM3	4172	3.73315792956461e-10	1.95106785344154	17.5456925861808
SNORD52	26797	3.73315792956461e-10	2.7123197815311	17.5440206856222
TCIRG1	10312	3.79632131874004e-10	-1.39498248506758	17.5241559059145
HSPD1	3329	3.86563521632957e-10	1.48313449164511	17.5030137648472
OVOS///OVOS2	408186///144203	3.94698090861542e-10	2.84053839406053	17.4792064192776
MICAL3	57553	4.14287943876909e-10	1.95678077594444	17.4283457456668
ZNF507	22847	4.15116779712973e-10	2.70585432992537	17.4230131570537
FMO5	2330	4.25609806477326e-10	-1.97939084233292	17.3951851476233
DEPDC1B	55789	4.28537283172162e-10	2.27941304933209	17.385002152954
HIST1H4J///HIST1H4K///HIST1H4J///HIST1H4K	8363///8362///8363///8362	4.28537283172162e-10	2.33206379077861	17.3817769669673
AMPD2	271	4.37781685058947e-10	-1.22661246263308	17.3575316317503
CAMK1	8536	4.40359939874885e-10	-2.75213836505804	17.3484598668162
SUV39H2	79723	4.67051401795651e-10	2.25265118868284	17.287480094746
HIST1H2BM	8342	4.75334909875218e-10	4.14485932344569	17.2637417248012
CXCL9	4283	4.75334909875218e-10	-2.13063704915962	17.2636724549736
PFAS	5198	4.76480625158842e-10	1.32288581485987	17.2580406439072
FPR3	2359	4.77573653850047e-10	-2.78704267955265	17.2525335079675
CD37	951	4.79190401270558e-10	-1.32908336570646	17.2459705982085
HIST1H2BD	3017	5.04158198049092e-10	2.98764621238557	17.1929510272562
NET1	10276	5.21889776841127e-10	2.50638112353441	17.1558446132075
MELK	9833	5.22953840930135e-10	2.52586159652363	17.150629829441
ZNF385A	25946	5.36651225083615e-10	-2.1218214970626	17.1220820885189
MARC1	64757	5.40067278725909e-10	-2.40202720030431	17.1126656988357
GOLGA8R///GOLGA8O///GOLGA8N	101059918///728047///643699	5.4607883970178e-10	2.39539366777529	17.0986296112237
DAGLA	747	5.709942109232e-10	-1.43546100363723	17.0499481466259
ALDH5A1	7915	5.709942109232e-10	1.96243116153027	17.0485602583862
		5.72661098188118e-10	1.78410109784162	17.0425470041326
PRSS57	400668	5.87886018598845e-10	2.63223615663184	17.0136851642506
ARAP3	64411	5.9303964783211e-10	-1.63343554932173	17.0003786399009
DEDD2	162989	5.9303964783211e-10	-1.32934700214014	16.9988687814261
B3GALNT1	8706	6.00167416169065e-10	2.21291205333458	16.9824151293871
IFT80	57560	6.00167416169065e-10	2.44530211989636	16.9809371925191
C9orf47///S1PR3	286223///1903	6.00715485700271e-10	-2.29125694580556	16.9769461033946
BSPRY	54836	6.05296534249971e-10	1.92939166243822	16.9664138562698
		6.24885987842832e-10	2.23576379744859	16.9310861749374
TFEB	7942	6.24885987842832e-10	-1.79515415266501	16.9290541687361
GIMAP1-GIMAP5///GIMAP1	100527949///170575	6.30527887276157e-10	-2.71608095087189	16.9171875093704
BLM	641	6.32074309658575e-10	2.31326013491998	16.9117384686676
ATP8B4	79895	6.49303172769406e-10	2.74190366716957	16.8823435511017
PPFIBP2	8495	6.5259955914277e-10	-2.37461574751451	16.8743511789689
FPR2	2358	6.77631474815395e-10	-3.66968089574005	16.834185425934
PHGDH	26227	6.77631474815395e-10	2.55739671726534	16.8314316957986
CYTL1	54360	6.84806308878073e-10	2.62566071040589	16.8181079051746
CXCL10	3627	7.05456702244334e-10	-3.50955281340133	16.7859993292099
SLC38A5	92745	7.23893837733654e-10	2.58039260671186	16.7577318865934
		7.31995816824506e-10	1.59972089699336	16.7438498611425
THEMIS2	9473	7.62992684451187e-10	-2.3085732595141	16.7002394602939
RAD51	5888	7.99660073159226e-10	2.20867546591584	16.6512827907522
ARRB2	409	8.10399509506161e-10	-1.7702721692529	16.6341022747036
ACACA	31	8.10399509506161e-10	1.37498282537728	16.6323228128242
GMNN	51053	8.21219563050585e-10	2.05589782681385	16.6163949767559
PLBD1	79887	8.63646727081747e-10	-5.03992941785158	16.5641077211234
GSAP	54103	8.785949081635e-10	-1.87137128916915	16.5426294389332
CDT1	81620	8.785949081635e-10	1.77330848674295	16.5414746810842
ATIC	471	8.80630038149252e-10	1.87474411496559	16.5363121523459
INPP4B	8821	8.85357460022887e-10	3.53539816874544	16.5281787566186
MAST4	375449	9.29506646249292e-10	1.5862216471534	16.4776115709625
FGR	2268	9.58626393675263e-10	-2.55313163873922	16.4445116610181
HIST2H2AA4///HIST2H2AB///HIST2H2AC///HIST2H2AA3	723790///317772///8338///8337	9.79485732262865e-10	1.92000596632297	16.4205549284431
EXT1	2131	9.87680761910115e-10	-2.71204606696808	16.4095368895876
CDC123	8872	9.93058280441658e-10	1.03761600805348	16.4013710943776
		1.04290628281688e-09	-1.51571795012894	16.3505379870831
		1.06366774075129e-09	-3.09385524237604	16.3283927675167
PARP1	142	1.07593237099688e-09	1.68689130180472	16.3143377791453
TLR8	51311	1.07717885747117e-09	-3.7329354578097	16.3103911548091
CEP128	145508	1.0808396741827e-09	2.16589070688474	16.3042624314774
PLTP	5360	1.13507043020985e-09	1.89023160538308	16.252496246891
OSCAR	126014	1.13507043020985e-09	-1.45782453656965	16.2487246282477
LRRK2	120892	1.13507043020985e-09	-4.05821303799585	16.247922881442
NOTCH2	4853	1.15243867113485e-09	-1.51615646176368	16.2290736034118
CD300LF	146722	1.15243867113485e-09	-2.00164365962396	16.2275051263001
ATP8B2	57198	1.17612348214042e-09	2.09282468425415	16.2048127713858
SIRPB1	10326	1.25232073971873e-09	-3.56255175737479	16.1405480781825
FANCG	2189	1.2940946525406e-09	1.11890313524751	16.1056522555823
HIST1H3H	8357	1.35697567009612e-09	2.84179265336401	16.0564237828383
MYO5C	55930	1.37003232166479e-09	2.36001007995232	16.0443142878405
ZWINT	11130	1.3936582482791e-09	2.04041781324088	16.0248414695982
SLC6A12	6539	1.40776092120644e-09	-1.51903817438184	16.0122645696843
OSBPL11	114885	1.43612491946766e-09	-2.34720363585324	15.9900138708386
MINK1	50488	1.45461536901793e-09	-1.52943595813143	15.9747819502305
CTPS2	56474	1.46186016481524e-09	1.77549435076617	15.9672251563509
TCF19	6941	1.54815201929634e-09	2.14996455203939	15.9060748634762
MSI2	124540	1.54815201929634e-09	2.55507653372305	15.9056704513273
CDC6	990	1.56663919344581e-09	3.09074918886899	15.8913719163362
CBX7	23492	1.61909772490316e-09	-1.0926711127131	15.856438514831
TP53BP1	7158	1.65395454097572e-09	1.64024901394403	15.8329147961087
TGFBI	7045	1.65453653488252e-09	-4.16973796423466	15.8299252753594
TMEM120A	83862	1.7007603797975e-09	-1.33456050553275	15.8002873423798
EXO1	9156	1.70675859615785e-09	2.61620345772305	15.7935406220661
TRIP13	9319	1.70675859615785e-09	2.31494263843615	15.7915835109161
